id,overall,name,position,age,team,nation
23,7484,Fabio Celestini,ZDMRZDMLZDM,28,Levante UD,Schweiz
24,7486,Christophe Revault,TW,32,FC Toulouse,Frankreich
25,7485,Julien Sablé,ZOM,24,AS St.Etienne,Frankreich
26,7479,Joe Hamill,LFLLM,20,Heart Of Midlothian,Schottland
27,7479,Cato Guntveit,RMRVRDM,29,SK Brann,Norwegen
28,7482,Nano,LIVIVLV,24,Getafe,Spanien
29,7480,Sérvulo,STMSZOM,25,Levante UD,Spanien
30,7479,Aizpurúa,TW,34,Levante UD,Spanien
1,7485,Borreguero,RZDMLZDMZM,28,Sporting Gijón,Spanien
2,7479,Rubiales,LVLAVLIV,27,Levante UD,Spanien
3,7485,Iznata,LVIVLIV,27,FC Malaga,Spanien
4,7487,Jérémy Mathieu,RM,20,FC Sochaux,Frankreich
5,7489,Fernandão,ST,26,Internacional,Brasilien
6,7484,Carlos Idriss Kameni,TW,20,Espanyol Barcelona,Kamerun
7,7479,Jandro,ZMIVRIV,25,Celta Vigo,Spanien
8,7484,Halil Altintop,MSST,21,1. FC Kaiserslautern,Türkei
9,7486,Gaetano De Rosa,RVIVLIB,31,Reggina Calcio,Italien
10,7490,Seol K.H.,LAMSLS,25,Wolverhampton,"Korea, Republik"
11,7487,Malky Mackay,IVRIVLIV,32,Norwich City,Schottland
12,7486,Robert Green,TW,24,Norwich City,England
13,7479,Kim Madsen,IVRIVRV,26,FC Hansa Rostock,Dänemark
14,7479,Cacau,STLS,23,VfB Stuttgart,Brasilien
15,7479,Zizi Roberts,STRARIV,25,Colorado Rapids,Liberia
16,7487,Nery Alberto Castillo,STMSZOM,20,Olympiakos Piråus,Uruguay
17,7485,Joonas Kolkka,LFLLSRM,30,Crystal Palace,Finnland
18,7485,Yorgos Koutsis,IVZMZDM,31,PAOK Saloniki,Griechenland
19,7486,Stathis,IVLIBRIV,24,Lille Osc,Griechenland
20,7490,Svetoslav Todorov,ST,26,FC Portsmouth,Bulgarien
21,7482,Alexander Madlung,RIVRZDMRV,22,Hertha BSC Berlin,Deutschland
22,7483,Matthew Taylor,LAVLIV,22,FC Portsmouth,England
23,7485,Linvoy Primus,IV,31,FC Portsmouth,England
24,7490,Elvis Hammond,ST,24,Fulham,Ghana
25,7485,Ronald Waterreus,TW,34,Manchester City,Niederlande
26,7487,Carl Robinson,ZM,27,Sunderland,Wales
27,7486,Miñambres,RVRAVRM,23,Espanyol Barcelona,Spanien
28,7486,Martin Kolar,LFL,21,RSC Anderlecht,Tschechische Repub.
29,7479,John Utaka,ST,22,RC Lens,Nigeria
30,7483,Tommy Bechmann,RFLRS,22,VfL Bochum,Dänemark
1,7492,Gustavo Nery,LAVLVLM,27,SV Werder Bremen,Brasilien
2,7487,Florian Kringe,LZMLZDMZM,22,Borussia Dortmund,Deutschland
3,7479,Giovanni Federico,ZOMZM,24,1. FC Köln,Italien
4,7488,Noé Pamarot,RVIV,25,Tottenham Hotspur,Frankreich
5,7490,Jlloyd Samuel,LVRVIV,23,Aston Villa,England
6,7490,Darren Carter,ZM,20,Birmingham City,England
7,7483,Alan Archibald,LVLIVLAV,26,Dundee United,Schottland
8,7480,Henry Ring,TW,27,Chicago Fire,USA
9,7489,Alan Stubbs,IVLIBZDM,33,Everton,England
10,7481,Erwin Lemmens,TW,24,Espanyol Barcelona,Belgien
11,7486,Selim Benachour,LMZOM,23,Paris Saint-Germain,Tunesien
12,7484,Frédéric Piquionne,ST,25,AS St.Etienne,Frankreich
13,7486,Bartholomew Ogbeche,ST,20,Paris Saint-Germain,Nigeria
14,7481,Mauro Cetto,IVLVRV,22,FC Nantes,Argentinien
15,7494,Juan Pablo Francia,ZMRZMRM,19,Girondins Bordeaux,Argentinien
16,7485,Ruben Olivera,LFLLMST,21,Juventus Turin,Uruguay
17,7484,Pär Zetterberg,ZOMZM,33,RSC Anderlecht,Schweden
18,7490,Petr Hlinka,ZDMIV,25,Rapid Wien,Slowenien
19,7482,Moreira,ZOMZM,26,Hamburger SV,Portugal
20,7487,Valdo,ZOMRZMRFL,23,Osasuna,Spanien
21,7487,Edson Buddle,STMS,23,Columbus Crew,USA
22,7487,Eddie Robinson,IV,26,San Jose Earthquakes,USA
23,7489,Geovanni,RFLZOMLFL,24,Benfica Lissabon,Brasilien
24,7480,Alexander Farnerud,MSST,20,RC Strasburg,Schweden
25,7483,Mladen Petric,MSLS,23,FC Basel,Kroatien
26,7480,André Muri,IVRIVLIV,23,Stabaek IF,Norwegen
27,7485,Anders Stadheim,LM,24,Sogndal,Norwegen
28,7480,Rune Buer Johansen,ZMLZMRZM,31,Hamarkameratene,Norwegen
29,7486,Martin Jiranek,RVRIV,25,Tschechien,Tschechische Repub.
30,7481,Stéphane Borbiconi,IVRIVRV,25,FC Metz,Frankreich
1,7485,Lionel Mathis,RZDMRDMRZM,23,AJ Auxerre,Frankreich
2,7490,Chris Riggott,IV,24,Middlesbrough,England
3,7485,André Luiz,ZMLAV,30,AC Ajaccio,Brasilien
4,7487,Scott Severin,ZMRMZDM,25,Aberdeen,Schottland
5,7480,Danny Califf,IV,24,Los Angeles Galaxy,USA
6,7480,Kerry Zavagnin,ZDMIV,30,Kansas City Wizards,USA
7,7479,Ivar Rønningen,TW,29,Rosenborg Trondheim,Norwegen
8,7484,Demetrius Ferreira,RAVRVRFL,30,Olympique Marseille,Brasilien
9,7484,Kim N. I.,ZDMZM,27,Chunnam Dragons,"Korea, Republik"
10,7489,Bobby Convey,LMZOMLAV,21,FC Reading,USA
11,7488,Djimi Traore,IVLV,24,Liverpool,Frankreich
12,7485,Marijo Maric,STRSRA,27,Arminia Bielefeld,Kroatien
13,7483,Andy Webster,IV,22,Heart Of Midlothian,Schottland
14,7479,Jan Michaelsen,RMZMRV,33,Hamarkameratene,Dänemark
15,7479,René Henriksen,RVIVLIB,35,Panathinaikos,Dänemark
16,7486,Julian De Guzman,RMZDMLV,23,Hannover 96,Kanada
17,7490,Carlos Gamarra,IV,33,Paraguay,Paraguay
18,7484,Fitz Hall,IV,23,Crystal Palace,England
19,7479,Olivier Sorlin,RFLLFL,25,Rennes,Frankreich
20,7489,Quim,TW,28,Benfica Lissabon,Portugal
21,7479,Radoslaw Kaluzny,IVZDMLIB,30,Bayer Leverkusen,Polen
22,7490,Richard Mulrooney,ZDMZM,27,San Jose Earthquakes,USA
23,7482,Gregg Berhalter,IVRIVLIV,31,Energie Cottbus,USA
24,7486,Leon McKenzie,STMS,26,Norwich City,England
25,7484,Marko Topic,MSRARFL,28,VfL Wolfsburg,Bosnien-Herzegowina
26,7479,Jeff Cunningham,STRAST,28,Columbus Crew,USA
27,7481,Jeff Agoos,IVLV,36,San Jose Earthquakes,USA
28,7487,Pablo Javier Ricchetti,ZMRZDMRM,27,Real Valladolid,Argentinien
29,7480,Andy Williams,ZMZOMRM,27,Chicago Fire,Jamaika
30,7488,Geert de Vlieger,TW,32,Manchester City,Belgien
1,7493,Roman Tyce,ZDMLMZM,27,TSV 1860 München,Tschechische Repub.
2,7480,Javier Sánchez Broto,TW,33,Getafe,Spanien
3,7481,Altin Lala,ZDMZMRM,28,Hannover 96,Albanien
4,7489,Kevin Davies,STZOM,27,Bolton Wanderers,England
5,7480,Bastian Reinhardt,IVRV,28,Hamburger SV,Deutschland
6,7480,Gábor Babos,TW,29,Feyenoord Rotterdam,Ungarn
7,7479,Robbie Winters,RSSTLS,30,SK Brann,Schottland
8,7481,Valcarce,LVLAVIV,29,FC Malaga,Spanien
9,7480,Marcos Vales,RZOMRFLZOM,29,RCD Mallorca,Spanien
10,7484,Belenguer,LIVIV,31,Getafe,Spanien
11,7488,Cruchaga,IVRV,30,Osasuna,Spanien
12,7479,Martin Hiden,IVRV,31,Rapid Wien,Österreich
13,7485,Alkiza,LMZMLZOM,33,Real Sociedad,Spanien
14,7479,Christer Basma,RVRAVRIV,32,Rosenborg Trondheim,Norwegen
15,7485,Sérgio Conceição,RMRFLZM,29,Standard Lüttich,Portugal
16,7489,Levan Kobiashvili,LAVLVZDM,27,FC Schalke 04,Georgien
17,7481,David Di Michele,MSST,28,Udinese,Italien
18,7484,Dario Dainelli,IVRV,25,Firenze,Italien
19,7492,Roberto Stellone,ST,27,Genoa,Italien
20,7482,Tomislav Maric,STMSRS,31,VfL Wolfsburg,Kroatien
21,7490,Roman Wallner,STMS,22,Hannover 96,Österreich
22,7485,Jacek Zieliński,IVLIB,36,Legia Warschau,Polen
23,7485,Hakan Ünsal,LAVLVLM,31,Galatasaray,Türkei
24,7483,Michael Ricketts,STMS,25,Leeds United,England
25,7480,Sören Colding,RV,32,VfL Bochum,Dänemark
26,7479,Roar Strand,RMRZDMRZM,34,Rosenborg Trondheim,Norwegen
27,7483,Benjamin Auer,RSMSST,23,FSV Mainz 05,Deutschland
28,7489,Kerimoglu Tugay,ZDMZMLM,34,Blackburn Rovers,Türkei
29,7485,Pascal Feindouno,RZOMSTMS,23,AS St.Etienne,Guinea
30,7481,Hervé Nzelo Lembi,IVRVRZDM,29,1. FC Kaiserslautern,Kongo
1,7480,Teddy Richert,TW,30,FC Sochaux,Frankreich
2,7485,Grégory Wimbée,TW,33,FC Metz,Frankreich
3,7483,Yoann Lachor,IVLV,28,RC Lens,Frankreich
4,7490,Paulo Wanchope,STMS,28,FC Malaga,Costa Rica
5,7485,Marco Ambrosio,TW,31,Grasshoppers Zürich,Italien
6,7485,Richard Dunne,IVRV,25,Manchester City,Republik Irland
7,7484,Capucho,RFLRM,32,Celta Vigo,Portugal
8,7485,Michael Bridges,STMSZOM,26,Bolton Wanderers,England
9,7490,Danny Mills,RVRAVIV,27,Manchester City,England
10,7480,André Bergdølmo,LVIVRV,32,Borussia Dortmund,Norwegen
11,7480,Billy Dodds,STZOMMS,35,Dundee United,Schottland
12,7484,Kevin Kilbane,LMZOM,27,Everton,Republik Irland
13,7485,Frédéric Da Rocha,RMRFLZOM,30,FC Nantes,Frankreich
14,7490,Sylvain Legwinski,ZDMRM,31,Fulham,Frankreich
15,7484,Florian Maurice,STLS,30,FC Istres,Frankreich
16,7485,Guillaume Warmuz,TW,34,Borussia Dortmund,Frankreich
17,7487,Sebastian Schindzielorz,ZDMZM,25,1. FC Köln,Deutschland
18,7482,Corentin Martins,ZOMZMLZM,35,Clermont Foot Auvergne,Frankreich
19,7491,Francesco Cozza,ZOMZM,30,Genoa,Italien
20,7490,Sinisa Mihajlovic,LIVLIBLZOM,35,Inter Mailand,Serbien
21,7490,Massimo Taibi,TW,34,Atalanta,Italien
22,7483,Gianluca Pessotto,LVLAVLM,34,Juventus Turin,Italien
23,7479,Marco Delvecchio,LALFLMS,31,AS Rom,Italien
24,7490,Gianluca Pagliuca,TW,37,Bologna,Italien
25,7488,Nicola Ventola,ST,26,Crystal Palace,Italien
26,7486,Domenico Morfeo,ZOMMSST,28,AC Parma,Italien
27,7485,Jens Jeremies,ZDMLIBIV,30,FC Bayern München,Deutschland
28,7487,Pablo Thiam,RZDMRAVRDM,30,VfL Wolfsburg,Guinea
29,7490,Salif Diao,ZDMZM,27,Liverpool,Senegal
30,7484,Ousmane Dabo,ZDMZOMZM,27,Lazio Rom,Frankreich
1,7482,Christophe Landrin,ZOM,27,Lille Osc,Frankreich
2,7485,Teddy Sheringham,STMSZOM,38,West Ham United,England
3,7482,Sigurd Rushfeldt,STMS,31,Austria Magna,Norwegen
4,7488,Hugo Leal,LMZOM,24,FC Porto,Portugal
5,7484,Martin Keown,IV,38,Leicester City,England
6,7388,Ivan Kaviedes,STMS,21,Crystal Palace,Ecuador
7,7389,Milos Maric,ZOMZM,22,Olympiakos Piråus,Serbien
8,7388,Muriqui,ZOMRA,18,Vasco Da Gama,Brasilien
9,7378,Cametá,IV,28,Esporte Club Vitoria,Brasilien
10,7385,Yuning Zhang,RA,27,VR China,China VR
11,7386,Killy Gonzalez,IVLIB,27,Uruguay,Uruguay
12,7378,Rahman Rezaei,RVIV,29,Messina Calcio,Iran
13,7378,Renaldo,ST,34,Palmeiras,Brasilien
14,7390,Mathieu Flamini,ZDMZMRZDM,20,Arsenal,Frankreich
15,7379,Rudolf Skacel,LAVLVLM,25,Panathinaikos,Tschechische Repub.
16,7380,Radhi Jaidi,IVRVRIV,29,Bolton Wanderers,Tunesien
17,7387,Rodrigo,LIVLIBIV,24,Sao Paulo,Brasilien
18,7388,Renato,ZOM,19,Atletico Mineiro,Brasilien
19,7385,Ronald Gómez,STZOMLS,29,Costa Rica,Costa Rica
20,7387,Kim E. J.,MS,25,FC Seoul,"Korea, Republik"
21,7389,Andy Griffin,RV,25,FC Portsmouth,England
22,7384,Euller,RAMS,33,São Caetano,Brasilien
23,7382,Dudu,ST,24,Seongnam Ilhwa Chunma,Brasilien
24,7383,Cadu,MS,22,Germinal Beerschot,Brasilien
25,7382,Nenê,IV,29,Esporte Club Vitoria,Brasilien
26,7385,Tiago Quirino,MS,19,Atletico Mineiro,Brasilien
27,7385,Washington,STMS,30,Atletico Paranaense,Brasilien
28,7385,Marinho,IVLIBZM,28,Atletico Paranaense,Brasilien
29,7379,Øyvind Leonhardsen,LMZM,34,Lyn,Norwegen
30,7380,Darren Ward,IVLIVRIV,26,Millwall,England
1,7378,Karim Essediri,RMRSRFL,25,Tromsö IL,Tunesien
2,7386,Christoffer Dahl,ZMRZDM,20,Lyn,Norwegen
3,7384,Jacques Abardonado,IVLIVRIV,26,OGC Nizza,Frankreich
4,7388,Blessing Kaku,ZMZOMZDM,26,Bolton Wanderers,Nigeria
5,7381,Carvalho Amauri,STRSLS,24,Chievo Verona,Brasilien
6,7382,Jan Derek Sørensen,RMRFLRS,32,Lyn,Norwegen
7,7386,Alberto,STMSLA,29,Corinthians,Brasilien
8,7391,Vadim Evseev,LVLAVIV,28,Russland,Russland
9,7387,Daniel Jensen,ZMZOMZDM,25,SV Werder Bremen,Dänemark
10,7382,Riki,STLFLLZOM,24,Getafe,Spanien
11,7380,Álex,ZMRM,30,Espanyol Barcelona,Spanien
12,7381,Julio César,IVLIBRAV,25,Bolton Wanderers,Spanien
13,7384,Cristian Díaz,IVZDM,25,Sporting Gijón,Argentinien
14,7378,Moisés,IV,22,Polideportivo Ejido,Spanien
15,7383,Iker Alvarez,TW,27,Villarreal,Spanien
16,7380,Antonio Carlos,RIVLIBIV,35,Santos,Brasilien
17,7390,Necati Ates,MSSTRS,24,Galatasaray,Türkei
18,7390,Javier Mascherano,RMRAVZM,20,Club Atletico River Plate,Argentinien
19,7398,Freddy Adu,ZOMMS,15,D.C. United,USA
20,7382,Irenio Soares,LOMLA,30,Tigres (Mexico),Brasilien
21,7380,Óscar Pérez,TW,31,Cruz Azul,Mexiko
22,7384,Nicolae Mitea,LALZOM,19,Ajax Amsterdam,Rumänien
23,7389,Marcelo Delgado,ZOMMS,31,Cruz Azul,Argentinien
24,7385,Igor Protti,ZOMMSROM,37,AS Livorno Calcio,Italien
25,7381,Jason Scotland,STRAMS,25,Dundee United,Trinidad und Tobago
26,7395,Lee G. W.,ZOMROMLOM,26,Daejeon Citizen,"Korea, Republik"
27,7385,Alvaro,IV,26,Real Saragossa,Brasilien
28,7390,Javier Villarreal,ZMRMLM,25,Grasshoppers Zürich,Argentinien
29,7389,Equi,ZMZOMRM,24,Panathinaikos,Argentinien
30,7379,Attila Dragoner,IVLIB,29,Vitória Guimarπes,Ungarn
1,7392,Diego,TW,25,Atletico Paranaense,Brasilien
2,7385,Ümit Karan,ST,28,Galatasaray,Türkei
3,7379,Thiago Gentil,STLALOM,24,Palmeiras,Brasilien
4,7383,Mike Magee,STZOM,20,Metrostars,USA
5,7378,Itamar,MSST,24,Chunnam Dragons,Brasilien
6,7390,Gustavo,RIVIVLIB,28,São Caetano,Brasilien
7,7390,Mateus,ZOMRZOMRZM,21,São Caetano,Brasilien
8,7379,Igor Simutenkov,STMSZOM,31,Kansas City Wizards,Russland
9,7378,Gustavo Lionel Siviero,IVLV,35,Albacete,Argentinien
10,7384,Alessandro,RAV,27,Atletico Mineiro,Brasilien
11,7382,Luiz Fernando Martinez,ZOMRM,24,Cruzeiro,Brasilien
12,7386,Luiz Alberto,RIVIV,26,Real Sociedad,Brasilien
13,7382,Rafael Felipe Scheidt,IV,28,Botafogo,Brasilien
14,7388,Lúcio Flávio,ROMRZOMZOM,25,São Caetano,Brasilien
15,7387,Juninho,ZOM,21,Atletico Mineiro,Brasilien
16,7379,Renatinho,LAV,24,Botafogo,Brasilien
17,7384,Fabiano Eller,IV,26,Flamengo,Brasilien
18,7390,Fernando Diniz,ROMZOM,30,Cruzeiro,Brasilien
19,7392,Vaclav Sverkos,STMSRS,20,Bor. M'Gladbach,Tschechische Repub.
20,7389,Rogério,RAVRDMRV,28,Sporting Lissabon,Brasilien
21,7390,Rubinho,TW,22,Corinthians,Brasilien
22,7390,Lorik Cana,ZDMIV,21,Paris Saint-Germain,Albanien
23,7378,Malik Fathi,LAVLDMLIV,20,Hertha BSC Berlin,Deutschland
24,7382,Varela,RVRMRFL,25,Real Betis Sevilla,Spanien
25,7385,Orhan Ak,LAVLIVIV,25,Galatasaray,Türkei
26,7390,Copa,TW,24,SK Beveren,Elfenbeinküste
27,7386,Jean Makoun,ST,21,Lille Osc,Kamerun
28,7384,Andy Tod,IV,32,Dunfermline,Schottland
29,7388,Ian Henderson,MSRFL,19,Norwich City,England
30,7378,Pantxi Sirieix,RMZM,24,FC Toulouse,Frankreich
1,7388,Bertrand Laquait,TW,27,SC Charleroi,Frankreich
2,7379,Tommy Øren,LSSTLA,24,Sogndal,Norwegen
3,7379,Robbie Russel,RVRDM,25,Rosenborg Trondheim,USA
4,7384,Barbero,TW,33,Almeria,Spanien
5,7380,Descarga,RVRAVRIV,28,Levante UD,Spanien
6,7387,Iván Rosado,STZOM,30,Osasuna,Spanien
7,7387,Emerson,ZDM,32,Vasco Da Gama,Brasilien
8,7383,Sascha Riether,RMZMRZM,21,SC Freiburg,Deutschland
9,7383,Lafuente,TW,28,Athletic Bilbao,Spanien
10,7385,Maxi,RARZOMRFL,23,Espanyol Barcelona,Argentinien
11,7378,Miguel Ángel,ZDMZMLZDM,26,FC Malaga,Spanien
12,7380,Romero,LIVLVLAV,33,Deportivo La Coruna,Spanien
13,7378,Ferrón,RVRAVRFL,26,Albacete,Spanien
14,7378,Leandro,ST,29,Hannover 96,Brasilien
15,7383,Mohamed Abdel Kader,STLFL,25,Servette FC,Togo
16,7385,Artur Boruc,TW,24,Legia Warschau,Polen
17,7381,Bernt Haas,RVIVRAV,26,West Bromwich,Schweiz
18,7384,Theofanis Katergiannakis,TW,30,Cagliari Calcio,Griechenland
19,7379,Andrea Pansera,TW,24,Bologna,Italien
20,7380,Craig Fleming,IVLIV,33,Norwich City,England
21,7390,Andreas Görlitz,RAVRMRV,22,FC Bayern München,Deutschland
22,7385,Mathias Abel,RIVRVLIV,23,FSV Mainz 05,Deutschland
23,7378,Stéphane Biakolo,STMSRA,22,Chamaois Niortais,Kamerun
24,7380,Richard Lee,TW,22,FC Watford,England
25,7390,Michael Chopra,ST,20,Newcastle United,England
26,7385,Jonathan Macken,ST,27,Manchester City,Republik Irland
27,7390,Dougie Freedman,STRSMS,30,Crystal Palace,Schottland
28,7381,Brian Kerr,ZOMST,22,Motherwell,Schottland
29,7390,Billy McKinlay,ZM,35,Fulham,Schottland
30,7382,P. Degen,RVRAV,21,FC Basel,Schweiz
1,7390,Mario Cassano,TW,21,Empoli,Italien
2,7386,Thomas Rasmussen,LMZOMZM,27,FC Hansa Rostock,Dänemark
3,7385,D.J. Countess,TW,22,Chicago Fire,USA
4,7384,Stern John,ST,27,Birmingham City,Trinidad und Tobago
5,7383,Mark Bresciano,RMZOMROM,24,AC Parma,Australien
6,7390,Gianluca Berti,TW,37,AC Parma,Italien
7,7390,Sanchez Emilson Cribari,IVLV,24,Empoli,Brasilien
8,7384,Francesco Pratali,LIBLAVZDM,25,Empoli,Italien
9,7390,Tim Cahill,ZMZOM,24,Everton,Australien
10,7383,Dennis Gentenaar,TW,29,NEC  Nijmegen,Niederlande
11,7382,Steve Harper,TW,30,Newcastle United,England
12,7385,Marcus Bent,MS,26,Everton,England
13,7384,Thomas Gaardsøe,IVZDMZM,25,West Bromwich,Dänemark
14,7385,David Weir,IVRV,34,Everton,Schottland
15,7386,Alessandro Pistone,LVRVIV,29,Everton,Italien
16,7390,Paul Ince,ZDMZM,36,Wolverhampton,England
17,7388,Colin Cooper,IV,37,Middlesbrough,England
18,7386,Grégory Vignal,LVLAV,23,Rangers,Frankreich
19,7390,David Bellion,STMSRFL,21,Manchester United,Frankreich
20,7385,Steven Pienaar,RFLRMZOM,22,Ajax Amsterdam,Südafrika
21,7390,Isaac Okoronkwo,IV,26,Nigeria,Nigeria
22,7378,Trond Olsen,LSLALM,20,FK Bodö/Glimt,Norwegen
23,7378,Petr Gabriel,LIVIVLV,31,Arminia Bielefeld,Tschechische Repub.
24,7399,Junichi Inamoto,ZMZDMRM,25,West Bromwich,Japan
25,7380,Tariq Chihab,IVRAV,28,Grasshoppers Zürich,Marokko
26,7384,Mauro Lustrinelli,STRA,28,FC Thun,Schweiz
27,7379,Stelios Venetidis,LVLAV,27,Olympiakos Piråus,Griechenland
28,7384,Lamine Traoré,IVLIB,22,RSC Anderlecht,Burkina Faso
29,7379,Gylfi Einarsson,ZMRZMRZOM,25,Lilleström SK,Island
30,7387,Emiliano Moretti,LVIVLIV,23,FC Valencia,Italien
1,7384,Eddie Johnson,MSST,20,Dallas Burn,USA
2,7384,Eduardo Costa,ZDMLZMLZDM,22,Olympique Marseille,Brasilien
3,7379,Ludovic Magnin,LFLLAVLV,25,SV Werder Bremen,Schweiz
4,7378,Kristian Ystaas,STROMRA,22,SK Brann,Norwegen
5,7378,Troy Dayak,IV,27,San Jose Earthquakes,USA
6,7384,Keith Lasley,RM,25,Plymouth Argyle,Schottland
7,7385,Souleymane Diawara,RAVRIV,25,FC Sochaux,Senegal
8,7384,Paul Di Giacomo,STMS,22,Kilmarnock,Schottland
9,7378,Dennis Wyness,STZOM,27,Heart Of Midlothian,Schottland
10,7378,Mika Koppinen,IVLVLZDM,26,Tromsö IL,Finnland
11,7382,Agustine Simo,ZOMRM,26,FC Aarau,Kamerun
12,7378,Erik Holtan,TW,35,Odd Grenland SKien,Norwegen
13,7384,Alexander Aas,RVRAV,26,Odd Grenland SKien,Norwegen
14,7379,Christian Flindt Bjerg,ZM,30,Odd Grenland SKien,Dänemark
15,7382,Sébastien Roth,TW,26,Servette FC,Schweiz
16,7378,Chris Albright,RVMS,25,Los Angeles Galaxy,USA
17,7378,Mike Kjølø,IVRIVLIV,32,Stabaek IF,Norwegen
18,7390,Amdy Faye,ZM,27,FC Portsmouth,Senegal
19,7389,Walter Centeno,ZMZOMZDM,30,Costa Rica,Costa Rica
20,7386,Mats Lilienberg,ST,35,Trelleborgs,Schweden
21,7378,Eddie Gustafsson,TW,27,Molde FK,Schweden
22,7384,Beto,IVRV,28,Sporting Lissabon,Portugal
23,7381,Tor Egil Horn,TW,28,FK Bodö/Glimt,Norwegen
24,7390,Delano Hill,IVLIVLV,29,FC Hansa Rostock,Niederlande
25,7380,Mike Petke,IV,25,D.C. United,USA
26,7378,Scott Garlick,TW,32,Dallas Burn,USA
27,7379,Jurica Vranjes,ZDMRZMIV,24,VfB Stuttgart,Kroatien
28,7379,Mario Cantaluppi,ZDMZM,30,1.FC Nürnberg,Schweiz
29,7380,Teemu Tainio,ZMZDMZOM,24,AJ Auxerre,Finnland
30,7381,Matt Reis,TW,29,New England Rev.,USA
1,7378,Marco Zwyssig,IVLIB,32,FC Basel,Schweiz
2,7387,Vedran Runje,TW,28,Standard Lüttich,Kroatien
3,7380,Michał Żewłakow,LVIV,28,RSC Anderlecht,Polen
4,7384,Jorginho,MSROM,27,Vitória Futebol Clube,Brasilien
5,7390,Sun Jihai,RVRAVRM,27,Manchester City,China VR
6,7381,André Lenz,TW,30,VfL Wolfsburg,Deutschland
7,7388,Steve Watson,RMRVRA,30,Everton,England
8,7390,Federico Cossato,STLFLRFL,32,Chievo Verona,Italien
9,7384,Grégory Proment,ZDMIV,25,FC Metz,Frankreich
10,7389,Oliver Neuville,MSRAST,31,Bor. M'Gladbach,Deutschland
11,7380,Christoffer Andersson,RVRMRFL,25,Lilleström SK,Schweden
12,7383,Aitor Ocio,IVLIBRV,27,Sevilla,Spanien
13,7378,Arne Vidar Moen,IVRIVLIV,32,Tromsö IL,Norwegen
14,7387,Thomas Christiansen,ST,31,Hannover 96,Spanien
15,7379,Nagore,ZMZDM,30,RCD Mallorca,Spanien
16,7384,Douala,MSRFLLA,26,Sporting Lissabon,Kamerun
17,7388,Salomon Olembé,LVLMLAV,23,Olympique Marseille,Kamerun
18,7379,Frédéric Née,STRS,29,SC Bastia,Frankreich
19,7380,Håvard Flo,STMS,34,Sogndal,Norwegen
20,7379,Pål Strand,LMLZMLS,28,Lilleström SK,Norwegen
21,7380,I. Leko,ZMRMRZM,26,FC Malaga,Kroatien
22,7389,Fabrice Fiorèse,ST,29,Paris Saint-Germain,Frankreich
23,7387,Nicola Mora,LVIV,25,AS Bari,Italien
24,7387,Sander Westerveld,TW,29,Real Sociedad,Niederlande
25,7378,Arnold Jan Bruggink,MSST,27,RCD Mallorca,Niederlande
26,7382,Chris Innes,IVRIVRV,28,Dundee United,Schottland
27,7389,Sébastien Piocelle,RMRZDMLZDM,25,SC Bastia,Frankreich
28,7390,Lilian Nalis,RMZDM,33,Leicester City,Frankreich
29,7388,Marco Marchionni,ZOMZM,24,AC Parma,Italien
30,7390,Lee Hendrie,ZOMZM,27,Aston Villa,England
1,7390,Gary Naysmith,LVLAVLM,25,Everton,Schottland
2,7381,Thomas Holm,ZMZDMRV,23,Valerenga Oslo,Norwegen
3,7382,Christian Bassila,ZDM,27,RC Strasburg,Frankreich
4,7382,Niko Kovac,ZDMRZDMRZM,32,Hertha BSC Berlin,Kroatien
5,7381,Paul Hartley,ZMZOMRM,27,Heart Of Midlothian,Schottland
6,7378,Jochen Seitz,RFLRALFL,27,1. FC Kaiserslautern,Deutschland
7,7390,Matt Elliott,IVST,35,Leicester City,Schottland
8,7385,Robbie Savage,ZMRM,29,Birmingham City,Wales
9,7384,Marko Babic,LMLOMLAV,23,Bayer Leverkusen,Kroatien
10,7390,Mart Poom,TW,32,Sunderland,Estland
11,7388,Maarten Stekelenburg,TW,22,Ajax Amsterdam,Niederlande
12,7385,Stephane Grichting,IVLV,25,AJ Auxerre,Schweiz
13,7380,Ulrich Le Pen,LMLFLLOM,30,RC Strasburg,Frankreich
14,7385,Jeff Strasser,IVZDM,30,Bor. M'Gladbach,Luxemburg
15,7384,Steven Milne,MSRFLST,24,Plymouth Argyle,Schottland
16,7393,Enrico Chiesa,ST,33,AC Siena,Italien
17,7382,Fabio Pecchia,LMZOMZM,31,AC Siena,Italien
18,7390,Demetrio Albertini,ZDMZM,33,Atalanta,Italien
19,7384,Andrea Sottil,IVLVRV,30,Genoa,Italien
20,7380,Gabor Kiràly,TW,28,Crystal Palace,Ungarn
21,7384,Lee Clark,LZMLZDMLM,31,Fulham,England
22,7378,Steve Howey,IVLM,32,New England Rev.,England
23,7384,Ernst Dospel,RVIVLV,28,Austria Magna,Österreich
24,7282,Dimitri,IV,25,Club Deportivo Tenerife S.A.D.,Brasilien
25,7280,Olivier Quint,ZMRM,32,FC Nantes,Frankreich
26,7285,Zé Elias,ZDMLZDMRZDM,28,Santos,Brasilien
27,7280,Tomasz Stolpa,MSLSLFL,21,Tromsö IL,Polen
28,7290,Paul Gallagher,STMS,20,Blackburn Rovers,Schottland
29,7290,Francesc Fabregas,ZMZOM,17,Arsenal,Spanien
30,7277,Alex Alves,ST,29,Vasco Da Gama,Brasilien
